title,author,full_author,full_title,url_html,url_text,url_zip,url_pdf,url_other
The Squatters and the Blowflies,W E Abbott,,,http://gutenberg.net.au/ebooks21/2100061h.html,,,,
Faery Stories,Charles L Marson,,,http://gutenberg.net.au/ebooks21/2100051h.html,,,,
A First Fleet Family,Louis Becke,,,http://gutenberg.net.au/ebooks21/2100041h.html,,,,
A Century of Our Sea Story,Walter Jeffery,,,http://gutenberg.net.au/ebooks21/2100031h.html,,,,
The Mystery of the Laughlin Islands,Louis Becke,,,http://gutenberg.net.au/ebooks21/2100021h.html,,,,
The Mystery of Fell Castle,Arthur Gask,,,http://gutenberg.net.au/ebooks21/2100011h.html,,,,
His Native Wife,Louis Becke,,,http://gutenberg.net.au/ebooks20/2001271h.html,,,,
Old Samoan Days,Louis Becke,,,http://gutenberg.net.au/ebooks20/2001261h.html,,,,
Poetical Works of Henry Lawson,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001251h.html,,,,
Dert and Do,Louisa Lawson,,,http://gutenberg.net.au/ebooks20/2001241h.html,,,,
The Little Theatre Magazine (Vol I - No. 3),de Brune,Aidan de Brune,,,,,http://gutenberg.net.au/ebooks20/2001231p.pdf,
The Little Theatre Magazine (Vol I - No. 2),de Brune,Aidan de Brune,,,,,http://gutenberg.net.au/ebooks20/2001221p.pdf,
The Little Theatre Magazine (Vol I - No. 1),de Brune,Aidan de Brune,,,,,http://gutenberg.net.au/ebooks20/2001211p.pdf,
Stinging Nettles,Marjorie Bowen,,,http://gutenberg.net.au/ebooks20/2001201h.html,,,,
Winnowed Verse,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001191h.html,,,,
Collected Short Stories Vol 7,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2001181h.html,,,,
Five People,Marjorie Bowen,,,http://gutenberg.net.au/ebooks20/2001171h.html,,,,
Home and Camp,William Dean,,,http://gutenberg.net.au/ebooks20/2001161h.html,,,,
The Turbulent Duchess,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2001151h.html,,,,
Alfred And Adalgisa,Victor J Daley,,,http://gutenberg.net.au/ebooks20/2001141h.html,,,,
Four Censored Poems,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001131h.html,,,,
Selected Poems of Henry Lawson,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001121h.html,,,,
The Water Lily,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001111h.html,,,,
The Free Selector's Daughter,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001101h.html,,,,
Collected Short Stories Vol 6,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2001091h.html,,,,
Collected Short Stories Vol 5,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2001081h.html,,,,
Inauguration of Henry Lawson Labor College,Anon.,,,http://gutenberg.net.au/ebooks20/2001071h.html,,,,
Fighting Caravans,Zane Grey,,,http://gutenberg.net.au/ebooks20/2001061h.html,,,,
Song of the Dardanelles,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2001051h.html,,,,
Russian Retrospect,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2001041h.html,,,,
Invasion,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2001031h.html,,,,
Buggy,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2001021h.html,,,,
A Voice from the Dead,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2001011h.html,,,,
Rejuvenation,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2001001h.html,,,,
Death in the Consulting Room,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000991h.html,,,,
The Ways of Chance,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000981h.html,,,,
The Adventuress,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000971h.html,,,,
Wild Justice,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000961h.html,,,,
Indiscretion of the Archdeacon,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000951h.html,,,,
The Dreadful Vigil,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000941h.html,,,,
The Miracle,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000931h.html,,,,
The Judge's Secret,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000921h.html,,,,
Secret Service,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000911h.html,,,,
The Deadly Tiger Snake,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000901h.html,,,,
Doctors off Duty,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000891h.html,,,,
The Worm with the Sting in His Tail,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000881h.html,,,,
The Hanging Judge,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000871h.html,,,,
Strychnine for Village Dogs,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000861h.html,,,,
The Guardian Angel,Arthur Gask,,,http://gutenberg.net.au/ebooks20/2000851h.html,,,,
Settlers and the Emu,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2000841h.html,,,,
The Lonely Crossing and Other Poems,Louisa Lawson,,,http://gutenberg.net.au/ebooks20/2000831h.html,,,,
The Golden Nineties,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000821h.html,,,,
The Elder Son,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000811h.html,,,,
When I was King,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000801h.html,,,,
My Life,Havelock Ellis,,,http://gutenberg.net.au/ebooks20/2000791h.html,,,,
The Prose Works of Henry Lawson Volume 2,H Lawson,,,http://gutenberg.net.au/ebooks20/2000781h.html,,,,
Collected Essays,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000771h.html,,,,
The Prose Works of Henry Lawson Volume 1,H Lawson,,,http://gutenberg.net.au/ebooks20/2000761h.html,,,,
A Coronation Ode,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000751h.html,,,,
The Auld Shop and the New,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000741h.html,,,,
Joseph's Dreams,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000731h.html,,,,
Verses Houmorous,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000721h.html,,,,
Verses Popular,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000711h.html,,,,
The Country I Come From,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000701h.html,,,,
On the Track and Over the Sliprails,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000691h.html,,,,
Trail Town,Ernest Haycox,,,http://gutenberg.net.au/ebooks20/2000681h.html,,,,
Mateship and The Strangers' Friend,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000671h.html,,,,
Links in the Chain of Life,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000661h.html,,,,
Three Stories,Henry Lawson,,,http://gutenberg.net.au/ebooks20/2000651h.html,,,,
Collected Short Stories Vol 4,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2000641h.html,,,,
Edgar Wallace Journalist,Edgar Wallace,,,http://gutenberg.net.au/ebooks20/2000631h.html,,,,
Collected Short Stories Vol 3,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2000621h.html,,,,
Marivosa,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000611h.html,,,,
Collected Short Stories Vol 2,Edward S Sorenson,,,http://gutenberg.net.au/ebooks20/2000601h.html,,,,
The Uncrowned King,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000591h.html,,,,
The Colognizing of Kansas,Rex Beach,,,http://gutenberg.net.au/ebooks20/2000581h.html,,,,
A Joyous Adventure,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000571h.html,,,,
The Celestial City,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000561h.html,,,,
The Honourable Jim,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000551h.html,,,,
His Majesty's Well-Beloved,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000541h.html,,,,
The Verdict of Faro Mountain,Rex Beach,,,http://gutenberg.net.au/ebooks20/2000531h.html,,,,
The Finish,Rex Beach,,,http://gutenberg.net.au/ebooks20/2000521h.html,,,,
A Sheaf of Bluebells,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000511h.html,,,,
Padlocked,Rex Beach,,,http://gutenberg.net.au/ebooks20/2000501h.html,,,,
Leatherface,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000491h.html,,,,
The Octopus of Pilgrim Valley,Ernest Haycox,,,http://gutenberg.net.au/ebooks20/2000481h.html,,,,
Life and Exploits of the Scarlet Pimpernel,E Orczy,,,http://gutenberg.net.au/ebooks20/2000471h.html,,,,
Claire Ambler,Booth Tarkington,,,http://gutenberg.net.au/ebooks20/2000461h.html,,,,
Tom Petrie's Reminiscences of Early Qld,C Petrie,,,http://gutenberg.net.au/ebooks20/2000451h.html,,,,
The Scarlet Pimpernel Looks at the World,E Orczy,,,http://gutenberg.net.au/ebooks20/2000441h.html,,,,
A Son of the People,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000431h.html,,,,
Meadowsweet,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000421h.html,,,,
The Little Book of the War,E M Tappan,,,http://gutenberg.net.au/ebooks20/2000411h.html,,,,
The Soul of London,Ford Madox Ford,,,http://gutenberg.net.au/ebooks20/2000401h.html,,,,
Joseph Conrad: A Personal Remembrance,Ford M Ford,,,http://gutenberg.net.au/ebooks20/2000391h.html,,,,
The Rash Act,Ford Madox Ford,,,http://gutenberg.net.au/ebooks20/2000381h.html,,,,
The Melbourne Riots,David Andrade,,,http://gutenberg.net.au/ebooks20/2000371h.html,,,,
Beau Brocade,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000361h.html,,,,
Fire in Stubble,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000351h.html,,,,
Links in the Chain of Life,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000341h.html,,,,
Nicolette,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000331h.html,,,,
A True Woman,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000321h.html,,,,
Wheels of Fortune,Robert Coutts Armour,,,http://gutenberg.net.au/ebooks20/2000311h.html,,,,
Petticoat Government,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000301h.html,,,,
The Memory Man,Robert Coutts Armour,,,http://gutenberg.net.au/ebooks20/2000291h.html,,,,
The Revenge of Ur-Tasen,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000281h.html,,,,
Young Muggins,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000271h.html,,,,
Juliette,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000261h.html,,,,
The Trappist's Vow,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000251h.html,,,,
Number 187,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000241h.html,,,,
The Traitor,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000231h.html,,,,
The Hungarian Peasant Farmer,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000221h.html,,,,
The Hungarian Gentleman Farmer,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000211h.html,,,,
The Red Carnation,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000201h.html,,,,
In Mary's Reign,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000191h.html,,,,
Unneutral Murder,Hulbert Footner,,,http://gutenberg.net.au/ebooks20/2000181h.html,,,,
The Secret of the Desert,Robert Coutts Armour,,,http://gutenberg.net.au/ebooks20/2000171h.html,,,,
The Gates of Kamt,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000161h.html,,,,
The Newest Woman,Millie Finkelstein,,,http://gutenberg.net.au/ebooks20/2000151h.html,,,,
The Case of Miss Elliott,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000141h.html,,,,
The Emperor's Candlesticks,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000131h.html,,,,
The Wild Bunch,Ernest Haycox,,,http://gutenberg.net.au/ebooks20/2000121h.html,,,,
Doors of the Night,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000111h.html,,,,
Old Hungarian Fairy Tales,Emmuska Orczy,,,http://gutenberg.net.au/ebooks20/2000101h.html,,,,
The White Moll,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000091h.html,,,,
From Now On,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000081h.html,,,,
The Wire Devils,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000071h.html,,,,
The Beloved Traitor,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000061h.html,,,,
Arthur Bowes Smyth's Journal of a Voyage,C Choat,,,http://gutenberg.net.au/ebooks20/2000051h.html,,,,
The Miracle Man,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000041h.html,,,,
The Lost Valley of Iskander,Robert Ervin Howard,,,http://gutenberg.net.au/ebooks20/2000031h.html,,,,
Greater Love Hath No Man,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000021h.html,,,,
The Four Stragglers,Frank L Packard,,,http://gutenberg.net.au/ebooks20/2000011h.html,,,,
The Private Detective,Andrew Forrester,,,http://gutenberg.net.au/ebooks19/1901271h.html,,,,
The Amateur Tramp,Colin Choat,,,,,,http://gutenberg.net.au/ebooks19/1901261p.pdf,
William Bradley's Voyage to NSW,Colin Choat,,William Bradley's Voyage to New South Wales--edited by Colin Choat,http://gutenberg.net.au/ebooks19/1901251h.html,,,,
Jimmie Dale and the Missing Hour,Frank L Packard,,,http://gutenberg.net.au/ebooks19/1901241h.html,,,,
Free Grass,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1901231h.html,,,,
Revelations of a Detective,Andrew Forrester,,,http://gutenberg.net.au/ebooks19/1901221h.html,,,,
Jimmie Dale and the Phantom Clue,Frank L Packard,,,http://gutenberg.net.au/ebooks19/1901211h.html,,,,
Secret Service,Andrew Forrester,,Secret Service or Recollections Of A City Detective,http://gutenberg.net.au/ebooks19/1901201h.html,,,,
The Adventures of Jimmie Dale,Frnk L Packard,,,http://gutenberg.net.au/ebooks19/1901191h.html,,,,
Tales by a Female Detective,Andrew Forrester,,,http://gutenberg.net.au/ebooks19/1901181h.html,,,,
The Female Detective,Andrew Forrester,,,http://gutenberg.net.au/ebooks19/1901171h.html,,,,
The Robe of Lucifer,Fred Merrick White,,,http://gutenberg.net.au/ebooks19/1901161h.html,,,,
The Further Adventures of Jimmie Dale,F Packard,Frank L Packard,,http://gutenberg.net.au/ebooks19/1901151h.html,,,,
Jimmie Dale And The Blue Envelope Murder,F Packard,Frank L Packard,,http://gutenberg.net.au/ebooks19/1901141h.html,,,,
The Opal Pin,Rufus H Gillmore,,,http://gutenberg.net.au/ebooks19/1901131h.html,,,,
Trail Smoke,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1901121h.html,,,,
The Red Ledger,Frank L Packard,,,http://gutenberg.net.au/ebooks19/1901111h.html,,,,
Never Again,Frank L Packard,,,http://gutenberg.net.au/ebooks19/1901101h.html,,,,
Corporal Bob,Frank L Packard,,,http://gutenberg.net.au/ebooks19/1901091h.html,,,,
Coogan's Last Run,Frank L Packard,,,http://gutenberg.net.au/ebooks19/1901081h.html,,,,
The Whispering Lane,Fergus Hume,,,http://gutenberg.net.au/ebooks19/1901071h.html,,,,
Leathermouth,Carlton Dawe,,,http://gutenberg.net.au/ebooks19/1901061h.html,,,,
More Lives than One,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1901051h.html,,,,
Chaffee of Roaring Horse,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1901041h.html,,,,
A Voyage to New South Wales,William Bradley,,,http://gutenberg.net.au/ebooks19/1901031h.html,,,,
The Vanity Case,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1901021h.html,,,,
The Feudists,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1901011h.html,,,,
The Soul of Countess Adrian,Rosa Praed,,,http://gutenberg.net.au/ebooks19/1901001h.html,,,,
The Knot Garden,Marjorie Bowen,,,http://gutenberg.net.au/ebooks19/1900991h.html,,,,
The Reveries Of The Solitary Walker,J J Rousseau,,,http://gutenberg.net.au/ebooks19/1900981h.html,,,,
Child of Chequer'd Fortune,Marjorie Bowen,,,http://gutenberg.net.au/ebooks19/1900971h.html,,,,
The Grampus and the Weasel,Stewart Edward White,,,http://gutenberg.net.au/ebooks19/1900961h.html,,,,
The Wedding Chest Mystery,A Fielding,,,http://gutenberg.net.au/ebooks19/1900951h.html,,,,
The Charteris Mystery,A Fielding,,,http://gutenberg.net.au/ebooks19/1900941h.html,,,,
A Rider of the High Mesa,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900931h.html,,,,
Collected Short Stories,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900921h.html,,,,
The Skeleton at the Feast,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900911h.html,,,,
The Doorstep Murders,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900901h.html,,,,
The White Witch,Jack McLaren,,,http://gutenberg.net.au/ebooks19/1900891h.html,,,,
The Tapestry Room Murder,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900881h.html,,,,
Who Killed Caldwell,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900871h.html,,,,
Christianity and Morals,Edward Westermarck,,,http://gutenberg.net.au/ebooks19/1900861h.html,,,,
Crime Tears On,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900851h.html,,,,
Murder Will In,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900841h.html,,,,
The Crime in the Crypt,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900831h.html,,,,
The Bronze Hand,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900821h.html,,,,
Good Marriage and Other Stories,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900811h.html,,,,
The Daughter of the House,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900801h.html,,,,
Action by Night,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900791h.html,,,,
The Broken O,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900781h.html,,,,
The Silver Desert,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900771h.html,,,,
The Omnibus Fleming Stone,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900761h.html,,,,
Murder in the Bookshop,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900751h.html,,,,
The Walkabouts Of Wur-Run-Nah,K Langloh Parker,,,http://gutenberg.net.au/ebooks19/1900741h.html,,,,
Sleeping Dogs,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900731h.html,,,,
Canyon Passage,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900721h.html,,,,
The Tall House Mystery,A Fielding,,,http://gutenberg.net.au/ebooks19/1900701h.html,,,,
The Furthest Fury,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900691h.html,,,,
The Beautiful Derelict,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900681h.html,,,,
The Case of the Two Pearl Necklaces,A Fielding,,,http://gutenberg.net.au/ebooks19/1900671h.html,,,,
Wheels Within Wheels,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900661h.html,,,,
Scarecrow,A Fielding,,,http://gutenberg.net.au/ebooks19/1900651h.html,,,,
The Disappearance of Kimball Webb,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900641h.html,,,,
The Affair at Flower Acres,Carolyn Wells,,,http://gutenberg.net.au/ebooks19/1900631h.html,,,,
Bugles in the Afternoon,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900621h.html,,,,
More Australian Legendary Tales,K Langloh Parker,,,http://gutenberg.net.au/ebooks19/1900611h.html,,,,
The Border Trumpet,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900601h.html,,,,
Rethinking Athenian Democracy,Stuart E Dawson,,,,,,http://gutenberg.net.au/ebooks19/1900591p.pdf,
The Kelly Gang,George Wilson Hall,,,,,,http://gutenberg.net.au/ebooks19/1900581p.pdf,
Mystery at the Rectory,A Fielding,,,http://gutenberg.net.au/ebooks19/1900571h.html,,,,
Big Brother and Other Stories,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900561h.html,,,,
Ned Kelly and the myth of a republic,S E Dawson,,,,,,http://gutenberg.net.au/ebooks19/1900551p.pdf,
Long Storm,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900541h.html,,,,
The Winds of Chance,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900531h.html,,,,
Rainbow's End,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900521h.html,,,,
The Auction Block,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900511h.html,,,,
The Craig Poisoning Mystery,A Fielding,,,http://gutenberg.net.au/ebooks19/1900501h.html,,,,
Starlight Rider,Ernest Haycox,,,http://gutenberg.net.au/ebooks19/1900491h.html,,,,
The Clifford Affair,A Fielding,,,http://gutenberg.net.au/ebooks19/1900481h.html,,,,
The Footsteps that Stopped,A Fielding,,,http://gutenberg.net.au/ebooks19/1900471h.html,,,,
The Iron Trail,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900461h.html,,,,
The Cluny Problem,A Fielding,,,http://gutenberg.net.au/ebooks19/1900451h.html,,,,
The Eames-Erskine Case,A Fielding,,,http://gutenberg.net.au/ebooks19/1900441h.html,,,,
The Vengeance of Durand,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900431h.html,,,,
Jaragu and the Lost Islands,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900421h.html,,,,
The Net,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900411h.html,,,,
Settlers and Convicts,Alexander Harris,,,http://gutenberg.net.au/ebooks19/1900401h.html,,,,
The Ne'er-Do-Well,Rex Beach,,,http://gutenberg.net.au/ebooks19/1900391h.html,,,,
After Many Years,Frederick William Mole,,,http://gutenberg.net.au/ebooks19/1900381h.html,http://gutenberg.net.au/ebooks19/1900381.txt,,,
